0;1;2
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Motorola Moto E6s (2020)
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Motorola Moto E6 Plus
Chipset Not Found;Exynos 9609 (10 nm);Motorola One Action
Chipset Not Found;Exynos 9609 (10 nm);Motorola One Vision
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Motorola Moto Z3
Chipset Not Found;Qualcomm MSM8920 Snapdragon 427 (28 nm);Motorola Moto E5 Cruise
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Motorola Moto E5 Play Go
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm)Qualcomm MSM8920 Snapdragon 427 (28 nm);Motorola Moto E5 Play
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Motorola Moto E5 Plus
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Motorola Moto E5
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm)Qualcomm MSM8920 Snapdragon 427 (28 nm) - USA;Motorola Moto G6 Play
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Motorola Moto G5S
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Motorola Moto Z2 Force
Chipset Not Found;Qualcomm MSM8920 Snapdragon 427 (28 nm);Motorola Moto E4 Plus (USA)
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm) (28 nm) or Qualcomm MSM8920 Snapdragon 427 (28 nm);Motorola Moto E4 (USA)
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Motorola Moto G5
Chipset Not Found;Mediatek Helio P10Mediatek Helio P15 - India;Motorola Moto M
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Motorola Moto Z Force
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Motorola Moto Z
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);Motorola Moto G4 Plus
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);Motorola Moto G4
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Motorola Moto G4 Play
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Motorola Moto G Turbo
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Motorola Moto X Force
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Motorola Droid Turbo 2
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Motorola Droid Maxx 2
Chipset Not Found;Qualcomm MSM8992 Snapdragon 808 (20 nm);Motorola Moto X Style
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Motorola Moto X Play Dual SIM
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Motorola Moto X Play
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Motorola Moto G Dual SIM (3rd gen)
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Motorola Moto 360 Sport (1st gen)
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Motorola Moto 360 42mm (2nd gen)
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Motorola Moto 360 46mm (2nd gen)
Chipset Not Found;TI OMAP 3;Motorola Moto 360 (1st gen)
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Motorola Moto G (3rd gen)
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm) - 3G modelQualcomm Snapdragon 410 (28 nm) - LTE model;Motorola Moto E Dual SIM (2nd gen)
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm) - 3G modelQualcomm Snapdragon 410 (28 nm) - LTE model;Motorola Moto E (2nd gen)
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Motorola Moto G 4G (2nd gen)
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Motorola Moto G 4G Dual SIM (2nd gen)
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm);Motorola Moto Maxx
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm);Motorola DROID Turbo
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm);Motorola Nexus 6
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Motorola Moto X (2nd Gen)
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);Motorola Moto G Dual SIM (2nd gen)
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);Motorola Moto G (2nd gen)
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Motorola Moto G 4G
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm);Motorola Moto E
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm);Motorola Moto E Dual SIM
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);Motorola Moto G Dual SIM
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);Motorola Moto G
Chipset Not Found;TI OMAP 4430;Motorola Electrify 2 XT881
Chipset Not Found;Qualcomm MSM7227A-AA Snapdragon S1;Motorola ATRIX TV XT687
Chipset Not Found;Qualcomm MSM7227A-AA Snapdragon S1;Motorola ATRIX TV XT682
Chipset Not Found;Mediatek MT6573 (65 nm);Motorola Motosmart Me XT303
Chipset Not Found;TI OMAP 4430;Motorola RAZR V XT885
Chipset Not Found;TI OMAP 4430;Motorola RAZR V XT889
Chipset Not Found;Qualcomm MSM7225A Snapdragon S1;Motorola MOTOSMART MIX XT550
Chipset Not Found;Mediatek MT6573 (65 nm);Motorola XT390
Chipset Not Found;TI OMAP 4430;Motorola RAZR MAXX
Chipset Not Found;Qualcomm MSM7227A-0 AA Snapdragon S1;Motorola DEFY XT535
Chipset Not Found;TI OMAP 4430;Motorola DROID 4 XT894
Chipset Not Found;TI OMAP 4430;Motorola DROID RAZR MAXX
Chipset Not Found;Marvell PXA920H;Motorola Motoluxe MT680
Chipset Not Found;Mediatek MT6573 (65 nm);Motorola Motoluxe XT389
Chipset Not Found;Qualcomm MSM7227A-0 Snapdragon S1;Motorola Motoluxe
Chipset Not Found;Qualcomm MSM7225A-1 Snapdragon S1;Motorola Defy Mini XT321
Chipset Not Found;TI OMAP 4430;Motorola DROID XYBOARD 8.2 MZ609 
Chipset Not Found;TI OMAP 4430;Motorola DROID XYBOARD 10.1 MZ617
Chipset Not Found;Qualcomm MSM7227A-0 Snapdragon S1;Motorola MOTO XT615
Chipset Not Found;TI OMAP 4430;Motorola XOOM 2 Media Edition 3G MZ608
Chipset Not Found;TI OMAP 4430;Motorola XOOM 2 Media Edition MZ607
Chipset Not Found;TI OMAP 4430;Motorola XOOM 2 3G MZ616
Chipset Not Found;TI OMAP 4430;Motorola XOOM 2 MZ615
Chipset Not Found;Nvidia Tegra 2 T20;Motorola XOOM Media Edition MZ505
Chipset Not Found;TI OMAP 4430;Motorola RAZR XT910
Chipset Not Found;TI OMAP 4430;Motorola DROID RAZR XT912
Chipset Not Found;TI OMAP 4430;Motorola ATRIX 2 MB865
Chipset Not Found;TI OMAP 3620;Motorola DEFY+
Chipset Not Found;Qualcomm MSM7227-1 Snapdragon S1;Motorola FIRE XT311
Chipset Not Found;Qualcomm MSM7227-1 Snapdragon S1;Motorola SPICE Key XT317
Chipset Not Found;Qualcomm MSM7227-1 Snapdragon S1;Motorola SPICE Key
Chipset Not Found;TI OMAP 4430;Motorola MILESTONE 3 XT860
Chipset Not Found;TI OMAP 4430;Motorola DROID 3
Chipset Not Found;Nvidia Tegra 2 AP20H;Motorola Photon 4G MB855
Chipset Not Found;Qualcomm ESC6240;Motorola WILDER
Chipset Not Found;Nvidia Tegra 2 AP20H;Motorola MOTO MT870
Chipset Not Found;TI OMAP 4430;Motorola Milestone XT883
Chipset Not Found;Nvidia Tegra 2 AP20H;Motorola MOTO XT882
Chipset Not Found;Qualcomm MSM7227-1 Snapdragon S1;Motorola MOTO XT316
Chipset Not Found;TI OMAP 3620 - 1000;Motorola XPRT MB612
Chipset Not Found;TI OMAP 3620 - 1000;Motorola PRO
Chipset Not Found;Nvidia Tegra 2 T20;Motorola XOOM MZ604
Chipset Not Found;Nvidia Tegra 2 T20;Motorola XOOM MZ601
Chipset Not Found;Nvidia Tegra 2 T20;Motorola XOOM MZ600
Chipset Not Found;Nvidia Tegra 2 AP20H;Motorola ATRIX
Chipset Not Found;Nvidia Tegra 2 AP20H;Motorola ATRIX 4G
Chipset Not Found;TI OMAP 4430;Motorola DROID BIONIC XT875
Chipset Not Found;Nvidia Tegra 2 AP20H;Motorola DROID BIONIC XT865
Chipset Not Found;TI OMAP3630 - 1200;Motorola DROID X ME811
Chipset Not Found;TI OMAP 3610;Motorola MOTO ME525
Chipset Not Found;TI OMAP 3630;Motorola MILESTONE 2 ME722
Chipset Not Found;TI OMAP 3640;Motorola DROID 2 Global
Chipset Not Found;TI OMAP3620 - 1000;Motorola DROID PRO XT610
Chipset Not Found;Qualcomm MSM7625;Motorola XT301
Chipset Not Found;TI OMAP 3410;Motorola FLIPSIDE MB508
Chipset Not Found;TI OMAP 3430;Motorola MOTO MT716
Chipset Not Found;TI OMAP 3610;Motorola BRAVO MB520
Chipset Not Found;Qualcomm MSM7625;Motorola CITRUS WX445
Chipset Not Found;TI OMAP 3610;Motorola DEFY
Chipset Not Found;TI OMAP 3630;Motorola MILESTONE 2
Chipset Not Found;TI OMAP 3430;Motorola MT810lx
Chipset Not Found;TI OMAP 3430;Motorola XT810
Chipset Not Found;TI OMAP 3430;Motorola XT806
Chipset Not Found;TI OMAP 3410;Motorola CHARM
Chipset Not Found;Qualcomm MSM7627;Motorola ES400
Chipset Not Found;Nvidia Tegra 2 AP20H;Motorola DROID X2
Chipset Not Found;TI OMAP3630 - 1000;Motorola DROID X
Chipset Not Found;TI OMAP 3410;Motorola FlipOut
Chipset Not Found;Qualcomm MSM7201A;Motorola QUENCH
Chipset Not Found;Qualcomm MSM7201A;Motorola BACKFLIP
Chipset Not Found;TI OMAP 3430;Motorola XT800 ZHISHANG
Chipset Not Found;TI OMAP 3430;Motorola XT701
Chipset Not Found;TI OMAP 3430;Motorola MOTO XT702
Chipset Not Found;Qualcomm MSM7201A;Motorola DEXT MB220
Chipset Not Found;Qualcomm MSM7201A;Motorola A3100
Chipset Not Found;Qualcomm ESM7206A;Motorola A3000
Chipset Not Found;TI OMAP 2420;Motorola RIZR Z10
Chipset Not Found;TI OMAP 2420;Motorola RIZR Z8
Chipset Not Found;TI OMAP 1510;Motorola A1010
Chipset Not Found;TI OMAP 3630;Motorola Droid XTreme
Chipset Not Found;TI OMAP 1710;Motorola MPx
Chipset Not Found;TI OMAP 1611;Motorola MPx220
Chipset Not Found;TI OMAP 1710;Motorola MPx100
Chipset Not Found;TI OMAP 1510;Motorola A1000
Chipset Not Found;TI OMAP 1510;Motorola A925
Chipset Not Found;TI OMAP 1510;Motorola A920
Chipset Not Found;TI OMAP 710;Motorola MPx200
Chipset Not Found;TI OMAP 750;MWg UBiQUiO 501
Chipset Not Found;Spreadtrum SC6820;NIU Niutek 3.5B
Chipset Not Found;Mediatek MT6516;NIU NiutekQ N108
Chipset Not Found;Mediatek MT6516;NIU Niutek N109
Chipset Not Found;Unisoc T107 (22 nm);Nokia 8210 4G
Chipset Not Found;Unisoc T107 (22 nm);Nokia 5710 XpressAudio
Chipset Not Found;Unisoc T107 (22 nm);Nokia 2660 Flip
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Nokia C200
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Nokia C100
Chipset Not Found;Mediatek MT6261D;Nokia 105+ (2022)
Chipset Not Found;Mediatek MT6261D;Nokia 105 (2022)
Chipset Not Found;Unisoc 6531F;Nokia 6310 (2021)
Chipset Not Found;Unisoc SC7731e;Nokia C1 2nd Edition
Chipset Not Found;Unisoc SC7331E (28nm);Nokia C10
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Nokia 8000 4G
Chipset Not Found;Qualcomm QC8909 Snapdragon 210 (28 nm);Nokia 6300 4G
Chipset Not Found;Mediatek MT6761 Helio A22 (16 nm);Nokia 2 V Tella
Chipset Not Found;Unisoc UMS9117;Nokia 225 4G
Chipset Not Found;Unisoc UMS9117;Nokia 215 4G
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Nokia 2.4
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Nokia C5 Endi
Chipset Not Found;Mediatek MT6761 Helio A22 (16 nm);Nokia C2 Tennen
Chipset Not Found;Mediatek MT6761 Helio A22 (16 nm);Nokia C2 Tava
Chipset Not Found;Mediatek MT6260A;Nokia 5310 (2020)
Chipset Not Found;Unisoc (28nm);Nokia C2
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Nokia 2.3
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Nokia 2.2
Chipset Not Found;Mediatek MT6260A;Nokia 210
Chipset Not Found;Mediatek MT6261D;Nokia 106 (2018)
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm) - GlobalQualcomm SDM439 Snapdragon 439 (12 nm) - USA;Nokia 3.1 Plus
Chipset Not Found;Mediatek Helio P18;Nokia 5.1
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Nokia 2.1
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Nokia 8 Sirocco
Chipset Not Found;Qualcomm MSM8909v2 Snapdragon 212 (28 nm);Nokia 2
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Nokia 8
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Nokia 5
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Nokia 6
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Nokia Lumia 638
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Nokia Lumia 730 Dual SIM
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Nokia Lumia 735
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Nokia Lumia 830
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm);Nokia Lumia 530 Dual SIM
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm);Nokia Lumia 530
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm);Nokia X2 Dual SIM
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);Nokia Lumia 930
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Nokia Lumia 635
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Nokia Lumia 630 Dual SIM
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Nokia Lumia 630
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);Nokia Lumia Icon
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);Nokia Lumia 1520
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);Nokia Lumia 2520
Chipset Not Found;Qualcomm MSM8930 Snapdragon 400 (28 nm);Nokia Lumia 625
Chipset Not Found;Qualcomm Snapdragon S2 APQ8055;Nokia Lumia 900
Chipset Not Found;Qualcomm Snapdragon S2 APQ8055;Nokia Lumia 900 AT&T
Chipset Not Found;Broadcom BCM2727;Nokia 801T
Chipset Not Found;TI OMAP 3630;Nokia N9
Chipset Not Found;TI OMAP 3630;Nokia N950
Chipset Not Found;TI OMAP 3430;Nokia N900
Chipset Not Found;TI OMAP 2420;Nokia N810
Chipset Not Found;TI OMAP 1710;Nokia N72
Chipset Not Found;TI OMAP 1510;Nokia 9300i
Chipset Not Found;TI OMAP 1510;Nokia 6708
Chipset Not Found;TI OMAP 1710;Nokia N90
Chipset Not Found;TI OMAP 1710;Nokia N70
Chipset Not Found;TI OMAP 1710;Nokia 6680
Chipset Not Found;TI OMAP 1710;Nokia 6681
Chipset Not Found;TI OMAP 1510;Nokia 7710
Chipset Not Found;TI OMAP 1510;Nokia 3230
Chipset Not Found;TI OMAP 1510;Nokia 6670
Chipset Not Found;TI OMAP 1510;Nokia 9300
Chipset Not Found;TI OMAP 1710;Nokia 6630
Chipset Not Found;TI OMAP 1510;Nokia 6260
Chipset Not Found;TI OMAP 1510;Nokia 7610
Chipset Not Found;TI OMAP 1510;Nokia 9500
Chipset Not Found;TI OMAP 1510;Nokia 7700
Chipset Not Found;TI OMAP 1510;Nokia 6620
Chipset Not Found;Qualcomm MSM7201A;O2 XDA Serra
Chipset Not Found;Qualcomm MSM7201A;O2 XDA Ignito
Chipset Not Found;Qualcomm MSM7200;O2 XDA Stellar
Chipset Not Found;Qualcomm MSM7200;O2 XDA Orbit II
Chipset Not Found;TI OMAP 850;O2 XDA Nova
Chipset Not Found;TI OMAP 850;O2 XDA Terra
Chipset Not Found;Qualcomm MSM7200;O2 XDA Star
Chipset Not Found;TI OMAP 850;O2 XDA Orbit
Chipset Not Found;TI OMAP 850;O2 Cosmo
Chipset Not Found;TI OMAP 850;O2 XDA Neo
Chipset Not Found;TI OMAP 850;O2 XDA Orion
Chipset Not Found;TI OMAP 850;O2 XDA mini S
Chipset Not Found;TI OMAP 850;O2 XDA phone
Chipset Not Found;TI OMAP 730;O2 Xphone IIm
Chipset Not Found;TI OMAP 730;O2 Xphone II
Chipset Not Found;TI OMAP 710;O2 Xphone
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);OnePlus 5T
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);OnePlus 5
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);OnePlus 3T
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);OnePlus 3
Chipset Not Found;Qualcomm Snapdragon 801 (28 nm);OnePlus X
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);OnePlus 2
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);OnePlus One
Chipset Not Found;Qualcomm Snapdragon W5+ Gen 1 (4 nm);Oppo Watch 3 Pro
Chipset Not Found;Qualcomm Snapdragon W5+ Gen 1 (4 nm);Oppo Watch 3
Chipset Not Found;Qualcomm SM7450-AB Snapdragon 7 Gen 1 (4 nm);Oppo Reno8 Pro (China)
Chipset Not Found;Mediatek MT6762D Helio P22 (12 nm);Oppo A16e
Chipset Not Found;Qualcomm SM7250-AC Snapdragon 768G 5G (7 nm);Oppo K9
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Oppo A35
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Oppo A54
Chipset Not Found;Mediatek MT6779V Helio P95 (12 nm);Oppo F19 Pro
Chipset Not Found;Mediatek MT6779V Helio P95 (12 nm);Oppo Reno5 Lite
Chipset Not Found;Mediatek MT6779V Helio P95 (12 nm);Oppo A94
Chipset Not Found;Mediatek MT6779V Helio P95 (12 nm);Oppo Reno5 F
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Oppo A15s
Chipset Not Found;Mediatek MT6779V Helio P95 (12 nm);Oppo Reno4 F
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Oppo A15
Chipset Not Found;Mediatek MT6779V Helio P95 (12 nm);Oppo A93
Chipset Not Found;Mediatek MT6779V Helio P95 (12 nm);Oppo Reno4 Lite
Chipset Not Found;Mediatek MT6779V Helio P95 (12 nm);Oppo F17 Pro
Chipset Not Found;Qualcomm Snapdragon Wear 3100 (28 nm) - InternationalQualcomm MSM8909W Snapdragon Wear 2500 (28nm) - China;Oppo Watch
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Oppo A12s
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Oppo A11k
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Oppo A12
Chipset Not Found;Mediatek MT6779V Helio P95 (12 nm);Oppo Reno3 Pro
Chipset Not Found;Mediatek MT6765V/CB Helio P35 (12nm);Oppo A31
Chipset Not Found;Mediatek MT6765V/CB Helio P35 (12nm);Oppo A8
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Oppo A1k
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Oppo A7n
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Oppo A5s (AX5s)
Chipset Not Found;Mediatek MT6763T Helio P23 (16 nm);Oppo A1
Chipset Not Found;Mediatek MT6763T Helio P23 (16 nm);Oppo A83
Chipset Not Found;Mediatek MT6763T Helio P23 (16 nm);Oppo F5 Youth
Chipset Not Found;Mediatek MT6763T Helio P23 (16 nm);Oppo F5
Chipset Not Found;Qualcomm MSM8976 Pro Snapdragon 653 (28 nm);Oppo F3 Plus
Chipset Not Found;Mediatek MT6755 (28 nm) or MTK7650 (28 nm);Oppo F1s
Chipset Not Found;Qualcomm MSM8976 Pro Snapdragon 653 (28 nm);Oppo R9s Plus
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Oppo A37
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);Oppo R9 Plus
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Oppo F1 Plus
Chipset Not Found;Qualcomm MSM8939v2 Snapdragon 616 (28 nm);Oppo F1
Chipset Not Found;Qualcomm MSM8939v2 Snapdragon 616 (28 nm);Oppo A53 (2015)
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Oppo A33 (2015)
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Oppo R7s
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Oppo R7 lite
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Oppo R5s
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Oppo Mirror 5s
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Oppo Mirror 5
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Oppo R7 Plus
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Oppo R7
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Oppo Neo 5s
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Oppo Mirror 3
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Oppo A31 (2015)
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Oppo R1x
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Oppo R5
Chipset Not Found;Qualcomm MSM8974AA Snapdragon 801 (28 nm);Oppo N3
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Oppo R1S
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Oppo Neo 5
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Oppo R3
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Oppo N1 mini
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Oppo Find 7
Chipset Not Found;Qualcomm MSM8974AB Snapdragon 801 (28 nm);Oppo Find 7a
Chipset Not Found;Mediatek MT6517;Oppo U705T Ulike 2
Chipset Not Found;Mediatek MT6515;Oppo R601
Chipset Not Found;Mediatek MT6515;Oppo R811 Real
Chipset Not Found;Qualcomm MSM7627;Palm Pixi Plus
Chipset Not Found;Qualcomm MSM7627;Palm Pixi
Chipset Not Found;Qualcomm MSM7201;Palm Treo Pro
Chipset Not Found;TI OMAP 1510;Palm Treo 600
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Panasonic P85 Nxt
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Panasonic Eluga Z1 Pro
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Panasonic P95
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Panasonic Eluga Ray Max
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Panasonic Eluga Arc
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Panasonic Eluga Mark
Chipset Not Found;Qualcomm MSM8936 Snapdragon 610 (28 nm);Panasonic Eluga Switch
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Panasonic Eluga L 4G
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Panasonic Eluga U2
Chipset Not Found;Qualcomm MSM8974AB Snapdragon 801 (28 nm);Panasonic Lumix Smart Camera CM1
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm);Panasonic Eluga A
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Panasonic Eluga U
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm);Panasonic P11
Chipset Not Found;Qualcomm MSM8270;Panasonic Eluga Power
Chipset Not Found;TI OMAP 4430;Panasonic Eluga DL1
Chipset Not Found;Qualcomm QSC6270;Pantech Breeze IV
Chipset Not Found;Qualcomm QSC 6270;Pantech Renue
Chipset Not Found;Qualcomm Snapdragon S3 APQ8060;Pantech Element
Chipset Not Found;Qualcomm QSC6270;Pantech Pursuit II
Chipset Not Found;Spreadtrum 7715;Parla Sonic 3.5S
Chipset Not Found;Spreadtrum SC7710G;Parla Sonic 3.5
Chipset Not Found;Mediatek MT6573 (65 nm);Philips W930
Chipset Not Found;Mediatek MT6573 (65 nm);Philips W632
Chipset Not Found;Mediatek MT6573 (65 nm);Philips W626
Chipset Not Found;Mediatek MT6516;Philips V726
Chipset Not Found;Unisoc T107;Plum Ram 10 LTE
Chipset Not Found;Unisoc T107;Plum Ram Plus LTE
Chipset Not Found;Mediatek MT6580 (28 nm);Plum Gator 6
Chipset Not Found;Mediatek MT6761V/WE (14 nm);Plum Gator 7
Chipset Not Found;Spreadtrum 7715A;Plum Tag 2 3G
Chipset Not Found;Mediatek MT6580A (28 nm);Plum Phantom 2
Chipset Not Found;Mediatek MT6261D;Plum Flipper 2
Chipset Not Found;Mediatek MT6276A;Plum Ram 8
Chipset Not Found;Mediatek MT6580 (28 nm);Plum Gator 5
Chipset Not Found;Spreadtrum 7701B;Plum Tag 3G
Chipset Not Found;Mediatek MT6261D;Plum Flipper (2018)
Chipset Not Found;Mediatek MT6580 (28 nm);Plum Gator 4
Chipset Not Found;Mediatek MT6580A (28 nm);Plum Phantom
Chipset Not Found;Mediatek MT6276A;Plum Ram 6
Chipset Not Found;Spreadtrum SC6531DA;Plum Play
Chipset Not Found;Mediatek MT6276A;Plum Ram 7 - 3G
Chipset Not Found;Mediatek MTK6261D;Plum Hero
Chipset Not Found;Mediatek MT6580 (28 nm);Plum Gator 3
Chipset Not Found;Mediatek MT6580 (28 nm);Plum Optimax 8.0
Chipset Not Found;Mediatek MT6261D;Plum Ram 4
Chipset Not Found;Mediatek MTK6261D;Plum Star
Chipset Not Found;Mediatek MT6580 (28 nm);Plum Axe LTE
Chipset Not Found;Mediatek MT6580 (28 nm);Plum Check LTE
Chipset Not Found;Mediatek MT6260A;Plum Boot 2
Chipset Not Found;Mediatek MT6276W;Plum Ram 3G
Chipset Not Found;Mediatek MT6261A;Plum Ram Plus
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Plum Might LTE
Chipset Not Found;Mediatek MT6260A;Plum Boot
Chipset Not Found;Spreadtrum 6531;Plum Slick
Chipset Not Found;Spreadtrum 7701;Plum Bar 3G
Chipset Not Found;Mediatek MT6276;Plum Caliber II
Chipset Not Found;Mediatek MT6250;Plum Signal
Chipset Not Found;Mediatek MT6573 (65 nm);Plum Capacity
Chipset Not Found;Mediatek MT6573 (65 nm);Plum Flix
