0;1;2
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5528 Cosmo
Chipset Not Found;Mediatek MT6570 (28 nm);verykool s4009 Crystal
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5526 Alpha
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5034 Spear Jr.
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s6004 Cyprus Jr.
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5524 Maverick III Jr.
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5525 Maverick III
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s6005 Cyprus II
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5530 Maverick II
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5030 Helix II
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5025 Helix
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);verykool SL4500 Fusion
Chipset Not Found;Mediatek MT6276W;verykool i330 Sunray
Chipset Not Found;Mediatek MT6571E;verykool s4002 Leo
Chipset Not Found;Mediatek MT6571 (28 nm);verykool s3501 Lynx
Chipset Not Found;Mediatek MT6573 (65 nm);verykool s757
Chipset Not Found;Mediatek Dimensity 6020 (7 nm);vivo iQOO Z7i
Chipset Not Found;Exynos 1080 (5 nm);vivo S16e
Chipset Not Found;Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm);vivo iQOO Z6 Lite
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y16
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y02s
Chipset Not Found;Mediatek Dimensity 930 (6 nm);vivo Y77 (China)
Chipset Not Found;Exynos 1080 (5 nm);vivo S15e
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y01
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm)Mediatek MT6765 Helio P35 (12nm) - Egypt;vivo Y21a
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y15a
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y15s
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y3s (2021)
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y21
Chipset Not Found;Exynos 880 (8 nm);vivo Y70t
Chipset Not Found;Exynos 1080 (5 nm);vivo X60s
Chipset Not Found;Qualcomm SDM768 Snapdragon 768G 5G (7 nm);vivo iQOO Z3
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y20 2021
Chipset Not Found;Exynos 1080 (5 nm);vivo X60 Pro (China)
Chipset Not Found;Exynos 1080 (5 nm);vivo X60 (China)
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y30 Standard
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y12s
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y1s
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y3s
Chipset Not Found;Exynos 880 (8 nm);vivo Y51s
Chipset Not Found;Exynos 880 (8 nm);vivo Y70s
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y30
Chipset Not Found;Exynos 980 (8 nm);vivo S6 5G
Chipset Not Found;Exynos 980 (8 nm);vivo X30 Pro
Chipset Not Found;Exynos 980 (8 nm);vivo X30
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y3 (4GB+64GB)
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y3
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);vivo Y90
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);vivo Y17
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);vivo Y15
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);vivo Y12
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);vivo Y93 (Mediatek)
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);vivo Y93s
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);vivo Y91i (India)
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);vivo Y91 (Mediatek)
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);vivo Y81i
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);vivo Y71i
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);vivo Y83 Pro
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);vivo Y83
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);vivo Y81
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);vivo Y53i
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);vivo Y71
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);vivo Y65
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);vivo Y53
Chipset Not Found;Qualcomm MSM8976 Pro Snapdragon 653 (28 nm);vivo X9s Plus
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);vivo X9s
Chipset Not Found;Mediatek MT6580 (28 nm);vivo Y25
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);vivo Y55L (vivo 1603)
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);vivo Y55s (2017)
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);vivo Xplay6
Chipset Not Found;Qualcomm MSM8976 Pro Snapdragon 653 (28 nm);vivo X9 Plus
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);vivo X7 Plus
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);vivo X7
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);vivo V3Max
Chipset Not Found;Qualcomm MSM8939v2 Snapdragon 616 (28 nm);vivo V3
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);vivo X6S Plus
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);vivo X6S
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);vivo Xplay5 Elite
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);vivo Xplay5
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);vivo Y51 (2015)
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);vivo V1
Chipset Not Found;Mediatek MT6580 (28 nm);vivo Y15S (2015)
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);vivo V1 Max
Chipset Not Found;Mediatek MT6580 (28 nm);vivo Y31 (2015)
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);vivo Y37
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);vivo Y35 (2015)
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);vivo X5Pro
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);vivo X5Max
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);vivo X5
Chipset Not Found;Qualcomm Snapdragon 801 (28 nm);vivo Xplay3S
Chipset Not Found;Qualcomm MSM8974AA Snapdragon 801 (28 nm);vivo Xshot
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);vivo Y27
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);vivo Xplay7
Chipset Not Found;Mediatek MT6761V/WA Helio A22 (12 nm);Vodafone Smart N10
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Vodafone Smart E8
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Vodafone Tab Prime 7
Chipset Not Found;Mediatek MT6755M (28 nm);Vodafone Smart ultra 7
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);Vodafone Smart Platinum 7
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Vodafone Smart prime 7
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Vodafone Smart ultra 6
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Vodafone Tab Prime 6
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Vodafone Smart prime 6
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Vodafone Smart 4 max
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Vodafone Smart Tab 4G
Chipset Not Found;Qualcomm MSM8930 Snapdragon 400 (28 nm);Vodafone Smart 4G
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Vodafone Smart 4 turbo
Chipset Not Found;Qualcomm MSM8210 Snapdragon 200 (28 nm);Vodafone Smart 4
Chipset Not Found;BCM21553;Vodafone V860 Smart II
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Wiko T10
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Wiko T3
Chipset Not Found;Mediatek MT6761D Helio A20 (12 nm);Wiko Y62 Plus
Chipset Not Found;Unisoc SC9832E (28nm);Wiko Y52
Chipset Not Found;Mediatek MT6761D Helio A20 (12 nm);Wiko Y62
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Wiko View5 Plus
Chipset Not Found;Mediatek MT6761D Helio A20 (12 nm);Wiko Y81
Chipset Not Found;Mediatek MT6762WB Helio P22 (12 nm);Wiko View3
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Wiko View2 Go
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Wiko View Prime
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Wiko View XL
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Wiko View
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Wiko Tommy2 Plus
Chipset Not Found;Qualcomm MSM8909v2 Snapdragon 212 (28 nm);Wiko Tommy2
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Wiko U Feel Prime
Chipset Not Found;Qualcomm MSM8909v2 Snapdragon 212 (28 nm);Wiko Tommy
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Wiko Pulp Fab 4G
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Wiko Pulp 4G
Chipset Not Found;Mediatek MT6580 (28 nm);Wiko Rainbow Jam
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Wiko Rainbow Jam 4G
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Wiko Rainbow Lite 4G
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Wiko Ridge 4G
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Wiko Ridge Fab 4G
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Wiko Highway Pure 4G
Chipset Not Found;Nvidia SL460N;Wiko Highway 4G
Chipset Not Found;Qualcomm SM7450-AB Snapdragon 7 Gen 1 (4 nm);Xiaomi 13 Lite
Chipset Not Found;Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm);Xiaomi Redmi Note 12
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Xiaomi Poco C50
Chipset Not Found;Mediatek MT6877V Dimensity 1080 (6 nm);Xiaomi Redmi Note 12 Discovery
Chipset Not Found;Mediatek MT6877V Dimensity 1080 (6 nm);Xiaomi Redmi Note 12 Pro+
Chipset Not Found;Mediatek MT6877V Dimensity 1080 (6 nm);Xiaomi Redmi Note 12 Pro
Chipset Not Found;Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm);Xiaomi Redmi Note 12 (China)
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Xiaomi Redmi A1+
Chipset Not Found;Qualcomm SM7450-AB Snapdragon 7 Gen 1 (4 nm);Xiaomi Civi 2
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Xiaomi Redmi A1
Chipset Not Found;Qualcomm SM7350-AB Snapdragon 780G (5 nm);Xiaomi Mi 11 Lite 5G
Chipset Not Found;Qualcomm SDM768 Snapdragon 768G 5G (7 nm);Xiaomi Redmi K30 5G Racing
Chipset Not Found;Qualcomm Snapdragon Wear 3100 (28 nm);Xiaomi Mi Watch (China)
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Xiaomi Redmi Go
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Xiaomi Mi Play
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Xiaomi Redmi 6
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Xiaomi Redmi 6A
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Xiaomi Redmi 5A
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Xiaomi Redmi Y1 Lite
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Xiaomi Mi Mix 2
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Xiaomi Mi 6
Chipset Not Found;Xiaomi Surge S1;Xiaomi Mi 5c
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Xiaomi Redmi 4A
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Xiaomi Redmi 4 (China)
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Xiaomi Mi 6 Plus
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);Xiaomi Mi Mix
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);Xiaomi Mi Note 2
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);Xiaomi Mi 5s Plus
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);Xiaomi Mi 5s
Chipset Not Found;Mediatek MT6797 Helio X20 (20 nm);Xiaomi Redmi Note 4 (MediaTek)
Chipset Not Found;Mediatek MT6797T Helio X25 (20 nm) - High & Exclusive editionsMediatek MT6797 Helio X20 (20 nm) - Standard edition;Xiaomi Redmi Pro
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Xiaomi Redmi 3x
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Xiaomi Redmi 3s Prime
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Xiaomi Redmi 3s
Chipset Not Found;Qualcomm MSM8939v2 Snapdragon 616 (28 nm);Xiaomi Redmi 3 Pro
Chipset Not Found;Qualcomm MSM8956 Snapdragon 650Qualcomm MSM8976 Snapdragon 652 (28 nm) - Prime model;Xiaomi Mi Max
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Xiaomi Mi 5
Chipset Not Found;Qualcomm MSM8992 Snapdragon 808 (20 nm);Xiaomi Mi 4s
Chipset Not Found;Qualcomm MSM8956 Snapdragon 650;Xiaomi Redmi Note 3
Chipset Not Found;Qualcomm MSM8939v2 Snapdragon 616 (28 nm);Xiaomi Redmi 3
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Xiaomi Redmi Note Prime
Chipset Not Found;Intel Atom X5-Z8500;Xiaomi Mi Pad 2
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);Xiaomi Redmi Note 3 (MediaTek)
Chipset Not Found;Qualcomm MSM8992 Snapdragon 808 (20 nm);Xiaomi Mi 4c
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);Xiaomi Redmi Note 2
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Xiaomi Redmi 2 Pro
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Xiaomi Redmi 2 Prime
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Xiaomi Mi 4i
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Xiaomi Mi Note Pro
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Xiaomi Mi Note
Chipset Not Found;Leadcore L1860C;Xiaomi Redmi 2A
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Xiaomi Redmi 2
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Xiaomi Mi 4 LTE
Chipset Not Found;Qualcomm MSM8928 Snapdragon 400 (28 nm);Xiaomi Redmi Note 4G
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Xiaomi Mi 4
Chipset Not Found;Qualcomm MSM8274AB Snapdragon 800 (28 nm);Xiaomi Mi 3
Chipset Not Found;Qualcomm MSM8228 Snapdragon 400 (28 nm);Xiaomi Redmi 1S
Chipset Not Found;Xiaomi Surge S2;Xiaomi Mi 6c
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Xiaomi Mi Note Plus
Chipset Not Found;Spreadtrum SC9832A;XOLO Era 2
Chipset Not Found;Spreadtrum SC9832A;XOLO Era 1X
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);XOLO Black 3GB
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);XOLO Black
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);XOLO LT2000
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);XOLO Win Q1000
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);XOLO Q900s Plus
Chipset Not Found;Broadcom BCM23550;XOLO Opus HD
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);XOLO Q900s
Chipset Not Found;Mediatek MT6591;XOLO Play 6X-1000
Chipset Not Found;Broadcom BCM23550;XOLO Q2000L
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);XOLO Win Q900s
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm);XOLO Q1000 Opus2
Chipset Not Found;Broadcom BCM23550;XOLO Q600s
Chipset Not Found;Qualcomm MSM8228 Snapdragon 400 (28 nm);XOLO Q1100
Chipset Not Found;BCM23550;XOLO Q1000 Opus
Chipset Not Found;Unisoc SC9832E (28nm);Yezz Max 3 Ultra
Chipset Not Found;Unisoc SC9832E (28nm);Yezz Max 3 Plus
Chipset Not Found;Unisoc SC9832E (28nm);Yezz Max 3
Chipset Not Found;Unisoc SC9832E (28nm);Yezz Liv 3S LTE
Chipset Not Found;Unisoc T107 (22 nm);Yezz C32
Chipset Not Found;Unisoc SC9832E (28nm);Yezz Art 3 Lite
Chipset Not Found;Unisoc SC9832E (28nm);Yezz Liv 3 LTE
Chipset Not Found;Unisoc SC7731e;Yezz GO 3
Chipset Not Found;Unisoc SC9832E (28nm);Yezz Max 2 Plus
Chipset Not Found;Mediatek MT6580 (28 nm);Yezz GO 1
Chipset Not Found;Unisoc SC9832E (28nm);Yezz Max 1 Plus
Chipset Not Found;Unisoc SC7731E (28nm);Yezz LIV1
Chipset Not Found;Mediatek MT6580 (28 nm);Yezz 5M
Chipset Not Found;Spreadtrum SC6531DA;Yezz C21
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);Yezz Andy 4.7T
Chipset Not Found;Spreadtrum 7715;Yezz Andy 3.5EI3
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm)Qualcomm MSM8926 Snapdragon 400 (28 nm);Yezz Billy 5S LTE
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);Yezz Monaco 47
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);Yezz Billy 4
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);Yezz Billy 4.7
Chipset Not Found;Allwinner A20;Yezz Epic T7ED
Chipset Not Found;Mediatek MT6573 (65 nm);Yezz Andy 3G 2.8 YZ11
Chipset Not Found;Mediatek MT6516;Yezz Andy YZ1100
Chipset Not Found;Qualcomm Snapdragon 801 (28 nm);Yota YotaPhone 2
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);YU Yureka Black
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);YU Yunique Plus
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);YU Yureka S
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);YU Yunicorn
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);YU Yutopia
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);YU Yunique
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);YU Yureka Plus
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);YU Yuphoria
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);YU Yureka
Chipset Not Found;Mediatek MT6762D Helio P22 (12 nm);ZTE Blade A7P
Chipset Not Found;Mediatek MT6762D Helio P22 (12 nm);ZTE Avid 589
Chipset Not Found;Unisoc SC9832E (28nm);ZTE Blade A31 Lite
Chipset Not Found;Unisoc SC7731e;ZTE Blade L9
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);ZTE Blade 11 Prime
Chipset Not Found;Qualcomm SDM768 Snapdragon 768G 5G (7 nm);ZTE S30 Pro
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);ZTE Blade A3Y
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);ZTE Gabb Z2
Chipset Not Found;Qualcomm MSM8909W Snapdragon Wear 2100;ZTE nubia Watch
Chipset Not Found;Mediatek MT6761D Helio A20 (12 nm);ZTE Avid 579
Chipset Not Found;Mediatek MT6761D Helio A20 (12 nm);ZTE Blade A3 Joy
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);ZTE Blade A3 Prime
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);ZTE Blade A7 Prime
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);ZTE Blade Vantage 2
Chipset Not Found;Unisoc SC9832E (28nm);ZTE Blade A3 (2019)
Chipset Not Found;Unisoc SC7731E (28nm);ZTE Blade L8
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);ZTE Avid 559
Chipset Not Found;Qualcomm MSM8909W Snapdragon Wear 2100;ZTE nubia Alpha
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);ZTE nubia Red Magic
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);ZTE Blade A7 Vita
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);ZTE Tempo Go
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);ZTE Maven 2
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);ZTE Blade X
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);ZTE Axon M
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);ZTE nubia Z17s
Chipset Not Found;Qualcomm MSM8976 Pro Snapdragon 653 (28 nm);ZTE nubia Z17 miniS
Chipset Not Found;Qualcomm MSM8976 Pro Snapdragon 653 (28 nm);ZTE nubia Z17 lite
Chipset Not Found;Qualcomm MSM8920 Snapdragon 427 (28 nm);ZTE Blade Force
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);ZTE Tempo X
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);ZTE Grand X View 2
Chipset Not Found;Qualcomm MSM8909W Snapdragon Wear 2100;ZTE Quartz
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);ZTE nubia Z17
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);ZTE Axon 7s
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);ZTE Grand X4
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);ZTE Axon 7 mini
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);ZTE Zmax Pro
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);ZTE nubia N1
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);ZTE nubia Z11 Max
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);ZTE Axon 7
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);ZTE nubia Z11
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);ZTE Grand X Max 2
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);ZTE nubia Z11 mini
Chipset Not Found;Mediatek MT6580 (28 nm);ZTE Blade L5 Plus
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);ZTE Blade A512
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);ZTE Axon Max
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);ZTE nubia Prague S
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);ZTE Grand X 3
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);ZTE Avid Plus
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);ZTE Blade X9
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);ZTE Axon Watch
Chipset Not Found;Qualcomm MSM8974 Snapdragon 801 (28 nm);ZTE Axon
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);ZTE Blade S7
Chipset Not Found;Qualcomm MSM8939v2 Snapdragon 616 (28 nm);ZTE Axon mini
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);ZTE Zmax 2
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);ZTE Axon Elite
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);ZTE nubia My Prague
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);ZTE Axon Lux
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);ZTE Blade A460
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);ZTE Axon Pro
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);ZTE Grand X2
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);ZTE Blade Apex 3
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);ZTE Maven
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);ZTE nubia Z9
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);ZTE Blade S6 Plus
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);ZTE nubia Z9 Max
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);ZTE nubia Z9 mini
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);ZTE Open L
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);ZTE Grand S3
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);ZTE V5 Lux
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);ZTE Blade S6
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);ZTE Imperial II
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);ZTE Grand X Max+
Chipset Not Found;Qualcomm MSM8974AB Snapdragon 801 (28 nm);ZTE Star 2
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);ZTE Grand X Plus Z826
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);ZTE Speed
Chipset Not Found;Qualcomm MSM8674-1 Snapdragon 800 (28 nm);ZTE Grand S II
